delta_t,v,w,cos_theta,sin_theta
0.12199997901916504,0.0,0.0,0.1216975806312672,0.9925672263723482
0.11999988555908203,0.0,0.0,0.12189609164126662,0.9925428670050397
0.12000012397766113,0.0,0.0,0.12199534531832124,0.9925306724331816
0.11999988555908203,0.0,0.0,0.12172405009911509,0.9925639806216363
0.12000012397766113,0.0,0.0,0.12174720884044304,0.9925611402526101
0.11999988555908203,0.0,0.0,0.12167276678234049,0.9925702684563598
0.11999988555908203,0.0,0.0,0.12220377335810723,0.9925050316129588
0.12000012397766113,0.0,0.0,0.12170925706548492,0.9925657946678234
0.11999988555908203,0.0,0.0,0.12177036867241427,0.9925582992013035
0.12000012397766113,0.0,0.0,0.12141151892253643,0.9926022582449239
0.11999988555908203,0.0,0.0,0.12143617983416641,0.9925992415004578
0.12000012397766113,0.0,0.0,0.12146084062184215,0.9925962241492939
0.11999988555908203,0.0,0.0,0.12148550138354135,0.9925932061794447
0.12000012397766113,0.0,0.0,0.12171743195145372,0.9925647922222223
0.12400007247924805,0.0,0.0,0.12166213136193725,0.992571572125895
0.11999988555908203,0.0,0.0,0.12189609164126662,0.9925428670050397
0.12000012397766113,0.0,0.0,0.12198116726214132,0.9925324150038454
0.11599993705749512,0.0,0.0,0.12171081558637291,0.9925656035594322
0.12599992752075195,0.0,0.0,0.12187748134864648,0.9925451523936382
0.11800003051757812,0.0,0.0,0.12159832330030751,0.9925793911675549
0.11999988555908203,0.0,0.0,0.12209459777542239,0.9925184679360167
0.12000012397766113,0.0,0.0,0.1216975806312672,0.9925672263723482
0.11999988555908203,0.0,0.0,0.12169049134521447,0.9925680955562496
0.12000012397766113,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11800003051757812,0.0,0.0,0.12184977336729279,0.9925485543439875
0.12199997901916504,0.0,0.0,0.12185638982908009,0.9925477420546698
0.11999988555908203,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12000012397766113,0.0,0.0,0.1216975806312672,0.9925672263723482
0.11999988555908203,0.0,0.0,0.12183186835168207,0.9925507522811811
0.12000012397766113,0.0,0.0,0.12164503368479493,0.9925736676840793
0.11999988555908203,0.0,0.0,0.12179683674525109,0.9925550516514692
0.12000012397766113,0.0,0.0,0.12149906475336457,0.9925915460369676
0.11999988555908203,0.0,0.0,0.12189609164126662,0.9925428670050397
0.12000012397766113,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11999988555908203,0.0,0.0,0.12184354598410763,0.9925493188260313
0.1230001449584961,0.0,0.0,0.12153876831799625,0.9925866852803056
0.11699986457824707,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12000012397766113,0.0,0.0,0.12149906475336457,0.9925915460369676
0.11999988555908203,0.0,0.0,0.12199534531832124,0.9925306724331816
0.12199997901916504,0.0,0.0,0.12144067672330276,0.9925986913335048
0.11800003051757812,0.0,0.0,0.12173066666373887,0.9925631691704069
0.12199997901916504,0.0,0.0,0.12137333562169171,0.9926069279428107
0.12199997901916504,0.0,0.0,0.12189609164126662,0.9925428670050397
0.12199997901916504,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11800003051757812,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12000012397766113,0.0,0.0,0.12159832330030751,0.9925793911675549
0.11999988555908203,0.0,0.0,0.12179683674525109,0.9925550516514692
0.12000012397766113,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12199997901916504,0.0,0.0,0.1216975806312672,0.9925672263723482
0.11800003051757812,0.0,0.0,0.1216975806312672,0.9925672263723482
0.11999988555908203,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12000012397766113,0.0,0.0,0.12180392593813671,0.9925541817080098
0.11999988555908203,0.0,0.0,0.12159832330030751,0.9925793911675549
0.12199997901916504,0.0,0.0,0.12137995289333284,0.9926061187780439
0.11800003051757812,0.0,0.0,0.12199534531832124,0.9925306724331816
0.11999988555908203,0.0,0.0,0.12166656321579178,0.9925710288917654
0.12000012397766113,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11999988555908203,0.0,0.0,0.12149906475336457,0.9925915460369676
0.12199997901916504,0.0,0.0,0.12159832330030751,0.9925793911675549
0.11800003051757812,0.0,0.0,0.12199534531832124,0.9925306724331816
0.12000012397766113,0.0,0.0,0.12149906475336457,0.9925915460369676
0.11999988555908203,0.0,0.0,0.12179683674525109,0.9925550516514692
0.12000012397766113,0.0,0.0,0.12139980499143099,0.9926036909804651
0.11999988555908203,0.0,0.0,0.12179683674525109,0.9925550516514692
0.12000012397766113,0.0,0.0,0.1216975806312672,0.9925672263723482
0.11999988555908203,0.0,0.0,0.12189609164126662,0.9925428670050397
0.12000012397766113,0.0,0.0,0.12149906475336457,0.9925915460369676
0.11999988555908203,0.0,0.0,0.12188947521197596,0.9925436795590152
0.12600016593933105,0.0,0.0,0.12168517427096105,0.992568747423898
0.11799979209899902,0.0,0.0,0.12159832330030751,0.9925793911675549
0.12000012397766113,0.0,0.0,0.12149906475336457,0.9925915460369676
0.11999988555908203,0.0,0.0,0.1219895073098995,0.9925313899853686
0.12000012397766113,0.0,0.0,0.12149906475336457,0.9925915460369676
0.12199997901916504,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11800003051757812,0.0,0.0,0.1214423447966328,0.992598487249651
0.11999988555908203,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11800003051757812,0.0,0.0,0.1216859027881644,0.9925686581101729
0.12199997901916504,0.0,0.0,0.1216975806312672,0.9925672263723482
0.11800003051757812,0.0,0.0,0.12149906475336457,0.9925915460369676
0.12199997901916504,0.0,0.0,0.12142107528413457,0.9926010892986389
0.11800003051757812,0.0,0.0,0.12165787784486479,0.9925720934815183
0.12199997901916504,0.0,0.0,0.12156912940867266,0.9925829671996278
0.12000012397766113,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12199997901916504,0.0,0.0,0.12142316115765167,0.992600834139526
0.11800003051757812,0.0,0.0,0.12165126048451606,0.9925729045377616
0.11999988555908203,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12000012397766113,0.0,0.0,0.12152553371287662,0.992588305721864
0.11999988555908203,0.0,0.0,0.12139980499143099,0.9926036909804651
0.12199997901916504,0.0,0.0,0.1214924478944104,0.9925923559571794
0.11800003051757812,0.0,0.0,0.12184354459209125,0.9925493189969127
0.11999988555908203,0.0,0.0,0.12135348314331466,0.9926093552495792
0.12000012397766113,0.0,0.0,0.1216975806312672,0.9925672263723482
0.11999988555908203,0.0,0.0,0.1216557888746673,0.9925723495208207
0.12000012397766113,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11999988555908203,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12000012397766113,0.0,0.0,0.12139980499143099,0.9926036909804651
0.12400007247924805,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11999988555908203,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12199997901916504,0.0,0.0,0.12189609164126662,0.9925428670050397
0.11800003051757812,0.0,0.0,0.12145819331566081,0.9925965480881422
0.11999988555908203,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12000012397766113,0.0,0.0,0.12171743289803831,0.9925647921061433
0.11999988555908203,0.0,0.0,0.12189609164126662,0.9925428670050397
0.12200021743774414,0.0,0.0,0.12159832330030751,0.9925793911675549
0.11799979209899902,0.0,0.0,0.1218464651907066,0.9925489604651904
0.11900019645690918,0.0,0.0,0.12159832330030751,0.9925793911675549
0.12099981307983398,0.0,0.0,0.12189609164126662,0.9925428670050397
0.12000012397766113,0.0,0.0,0.12159832330030751,0.9925793911675549
0.12199997901916504,0.0,0.0,0.12190270817030646,0.9925420543940419
0.11800003051757812,0.0,0.0,0.12155862002739269,0.992584254306422
0.11999988555908203,0.0,0.0,0.12203876814116521,0.9925253342210398
0.12199997901916504,0.0,0.0,0.12135726423879517,0.9926088929767228
0.12000012397766113,0.0,0.0,0.12219968687214454,0.9925055347595548
0.11999988555908203,0.0,0.0,0.12149906475336457,0.9925915460369676
0.11600017547607422,0.0,0.0,0.12209459777542239,0.9925184679360167
0.12399983406066895,0.0,0.0,0.12135893223485487,0.9926086890445882
0.11800003051757812,0.0,0.0,0.12199534531832124,0.9925306724331816
0.12000012397766113,0.0,0.0,0.1214130402224151,0.9926020721638406
0.12199997901916504,0.0,0.0,0.12199534531832124,0.9925306724331816
0.11800003051757812,0.0,0.0,0.12136671760839467,0.9926077371534862
0.11999988555908203,0.0,0.0,0.12209459777542239,0.9925184679360167
0.12000012397766113,0.0,0.0,0.1213402485514883,0.9926109731820735
0.12399983406066895,0.0,0.0,0.12209459777542239,0.9925184679360167
0.11800003051757812,0.0,0.0,0.12177202320065685,0.9925580962168505
0.12199997901916504,0.0,0.0,0.12206813067804156,0.9925217234261267
0.12000012397766113,0.0,0.0,0.12130054401549938,0.9926158259979255
0.11999988555908203,0.0,0.0,0.12158080725635632,0.9925815368557349
0.12000012397766113,0.0,0.0,0.12159832330030751,0.9925793911675549
0.11800003051757812,0.0,0.0,0.12177348165619975,0.9925579172850959
0.12199997901916504,0.0,0.0,0.12167772894686933,0.9925696601641278
0.11799979209899902,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12200021743774414,0.0,0.0,0.12149906475336457,0.9925915460369676
0.11999988555908203,0.0,0.0,0.12189609164126662,0.9925428670050397
0.11800003051757812,0.0,0.0,0.12199534531832124,0.9925306724331816
0.12199997901916504,0.0,0.0,0.12161155820726359,0.9925777697039166
0.11999988555908203,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12000012397766113,0.0,0.0,0.12192528476274629,0.9925392813060464
0.11999988555908203,0.0,0.0,0.12179683674525109,0.9925550516514692
0.12200021743774414,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11799979209899902,0.0,0.0,0.12159832330030751,0.9925793911675549
0.12000012397766113,0.0,0.0,0.12185639077565591,0.9925477419384574
0.11999988555908203,0.0,0.0,0.12189609164126662,0.9925428670050397
0.12000012397766113,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12199997901916504,0.0,0.0,0.12184646434556705,0.9925489605689406
0.11700010299682617,0.0,0.0,0.12183186835168207,0.9925507522811811
0.12099981307983398,0.0,0.0,0.12206812952116258,0.9925217235684087
0.12000012397766113,0.0,0.0,0.12173728274966235,0.9925623577331193
0.12399983406066895,0.0,0.0,0.12199534531832124,0.9925306724331816
0.11800003051757812,0.0,0.0,0.1218535534949464,0.9925480902710228
0.12199997901916504,0.0,0.0,0.12209459777542239,0.9925184679360167
0.12000012397766113,0.0,0.0,0.12209459777542239,0.9925184679360167
0.11800003051757812,0.0,0.0,0.12189609164126662,0.9925428670050397
0.11999988555908203,0.0,0.0,0.12180851303623998,0.9925536187793081
0.12000012397766113,0.0,0.0,0.12184647026134336,0.9925489598427131
0.11999988555908203,0.0,0.0,0.12217049613507651,0.9925091283580767
0.12000012397766113,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11999988555908203,0.0,0.0,0.12179683674525109,0.9925550516514692
0.12000012397766113,0.0,0.0,0.12181435256743468,0.9925529021208778
0.11999988555908203,0.0,0.0,0.12219384901157758,0.9925062535136672
0.12000012397766113,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12399983406066895,0.0,0.0,0.12163919485027574,0.9925743832459997
0.11600017547607422,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12199997901916504,0.0,0.0,0.12199534531832124,0.9925306724331816
0.11999988555908203,0.0,0.0,0.12199534531832124,0.9925306724331816
0.12000012397766113,0.0,0.0,0.12161817486380977,0.9925769590025731
0.11999988555908203,0.0,0.0,0.12179683674525109,0.9925550516514692
0.12199997901916504,0.0,0.0,0.12219384901157758,0.9925062535136672
0.12000012397766113,0.0,0.0,0.12199534531832124,0.9925306724331816
0.11999988555908203,0.0,0.0,0.12189609164126662,0.9925428670050397
0.12000012397766113,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11699986457824707,0.0,0.0,0.12199534531832124,0.9925306724331816
0.12100005149841309,0.0,0.0,0.12199534531832124,0.9925306724331816
0.11899995803833008,0.0,0.0,0.12196887789552373,0.9925339252765655
0.1230001449584961,0.0,0.0,0.1216975806312672,0.9925672263723482
0.11999988555908203,0.0,0.0,0.12197549436495422,0.9925331121803569
0.12000012397766113,0.0,0.0,0.12204789138010362,0.9925242124047505
0.11999988555908203,0.0,0.0,0.12195564494040237,0.9925355513366615
0.11999988555908203,0.0,0.0,0.12177698561986011,0.9925574873896928
0.12000012397766113,0.0,0.0,0.12189609164126662,0.9925428670050397
0.11999988555908203,0.0,0.0,0.12208136365914503,0.9925200958404438
0.12000012397766113,0.0,0.0,0.12209459777542239,0.9925184679360167
0.11999988555908203,0.0,0.0,0.12179683674525109,0.9925550516514692
0.12000012397766113,0.0,0.0,0.12171885014250908,0.9925646183095513
0.11999988555908203,0.0,0.0,0.12209459777542239,0.9925184679360167
0.12000012397766113,0.0,0.0,0.12159832330030751,0.9925793911675549
0.11999988555908203,0.0,0.0,0.12219384901157758,0.9925062535136672
0.12000012397766113,0.0,0.0,0.12130054401549938,0.9926158259979255
0.11999988555908203,0.0,0.0,0.12222031527571145,0.9925029947228904
0.12000012397766113,0.0,0.0,0.12178974597658784,0.9925559217368854
0.12399983406066895,0.0,0.0,0.12189609164126662,0.9925428670050397
0.11600017547607422,0.0,0.0,0.12159832330030751,0.9925793911675549
0.12399983406066895,0.0,0.0,0.12189609164126662,0.9925428670050397
0.12000012397766113,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11999988555908203,0.0,0.0,0.12179683674525109,0.9925550516514692
0.12000012397766113,0.0,0.0,0.12158080725635632,0.9925815368557349
0.11999988555908203,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12000012397766113,0.0,0.0,0.12189609164126662,0.9925428670050397
0.11999988555908203,0.0,0.0,0.12179683674525109,0.9925550516514692
0.12000012397766113,0.0,0.0,0.12144944094027603,0.9925976190256022
0.11999988555908203,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12000012397766113,0.0,0.0,0.1216975806312672,0.9925672263723482
0.11999988555908203,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12199997901916504,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11800003051757812,0.0,0.0,0.12149906475336457,0.9925915460369676
0.12199997901916504,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11800003051757812,0.0,0.0,0.12130054401549938,0.9926158259979255
0.12199997901916504,0.0,0.0,0.12189609164126662,0.9925428670050397
0.12000012397766113,0.0,0.0,0.12149906475336457,0.9925915460369676
0.11800003051757812,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11999988555908203,0.0,0.0,0.12132536048256934,0.9926127930385416
0.12000012397766113,0.0,0.0,0.12179683674525109,0.9925550516514692
0.12199997901916504,0.0,0.0,0.12134686700707983,0.9926101640964423
0.11999988555908203,0.0,0.0,0.12211211270631785,0.9925163131809973
0.12000012397766113,0.0,0.0,0.12149906475336457,0.9925915460369676
0.11999988555908203,0.0,0.0,0.12177822622418515,0.9925573351790269
0.12000012397766113,0.0,0.0,0.12163919403143245,0.9925743833463483
0.11999988555908203,0.0,0.0,0.12174389977675819,0.9925615461356271
0.11999988555908203,0.0,0.0,0.12176581869334754,0.992558857397353
0.12000012397766113,0.0,0.0,0.12179683674525109,0.9925550516514692
0.12199997901916504,0.0,0.0,0.12140453135231637,0.9926031129142828
0.11800003051757812,0.0,0.0,0.12184938409798825,0.9925486021323797
0.11899995803833008,0.0,0.0,0.12154249023988666,0.9925862295369038
0.12000012397766113,0.0,0.0,0.12199534531832124,0.9925306724331816
0.12099981307983398,0.0,0.0,0.12149906475336457,0.9925915460369676
0.11900019645690918,0.0,0.0,0.12179683674525109,0.9925550516514692
0.12099981307983398,0.0,0.0,0.12162167889469287,0.9925765296554399
0.11900019645690918,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11999988555908203,0.0,0.0,0.12155200332221633,0.9925850646107647
0.11999988555908203,0.0,0.0,0.12183405765891735,0.9925504835495087
0.12000012397766113,0.0,0.0,0.12159832330030751,0.9925793911675549
0.125,0.0,0.0,0.12159832330030751,0.9925793911675549
0.11999988555908203,0.0,0.0,0.12175713444575811,0.9925599227308937
0.12200021743774414,0.0,0.0,0.1216380270097325,0.9925745263632245
0.11799979209899902,0.0,0.0,0.12189609164126662,0.9925428670050397
0.12000012397766113,0.0,0.0,0.1216975806312672,0.9925672263723482
0.11999988555908203,0.0,0.0,0.12149906475336457,0.9925915460369676
0.12000012397766113,0.0,0.0,0.12189609164126662,0.9925428670050397
0.12199997901916504,0.0,0.0,0.12149906475336457,0.9925915460369676
0.11800003051757812,0.0,0.0,0.12189609164126662,0.9925428670050397
0.11999988555908203,0.0,0.0,0.12120790039536096,0.9926271429301882
0.12000012397766113,0.0,0.0,0.12196887831620974,0.9925339252248689
0.11999988555908203,0.0,0.0,0.12149906475336457,0.9925915460369676
0.12000012397766113,0.0,0.0,0.12189609164126662,0.9925428670050397
0.11999988555908203,0.0,0.0,0.12139980499143099,0.9926036909804651
0.12000012397766113,0.0,0.0,0.12199534531832124,0.9925306724331816
0.12199997901916504,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11800003051757812,0.0,0.0,0.12189609164126662,0.9925428670050397
0.11999988555908203,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12000012397766113,0.0,0.0,0.12190932606118805,0.9925412415710024
0.11899995803833008,0.0,0.0,0.1216975806312672,0.9925672263723482
0.11999988555908203,0.0,0.0,0.12180392750769832,0.9925541815153969
0.12000012397766113,0.0,0.0,0.12156110130276594,0.9925839504294126
0.11999988555908203,0.0,0.0,0.12189609164126662,0.9925428670050397
0.12000012397766113,0.0,0.0,0.12152553371287662,0.992588305721864
0.11999988555908203,0.0,0.0,0.12179683674525109,0.9925550516514692
0.12000012397766113,0.0,0.0,0.12139980499143099,0.9926036909804651
0.125,0.0,0.0,0.12199534531832124,0.9925306724331816
0.11800003051757812,0.0,0.0,0.12141841638173906,0.9926014145483325
0.11699986457824707,0.0,0.0,0.12189609164126662,0.9925428670050397
0.125,0.0,0.0,0.12149906475336457,0.9925915460369676
0.12000012397766113,0.0,0.0,0.12186300733719413,0.992546929592115
0.11999988555908203,0.0,0.0,0.12155200332221633,0.9925850646107647
0.12199997901916504,0.0,0.0,0.12199534531832124,0.9925306724331816
0.11800003051757812,0.0,0.0,0.1215486941787718,0.9925854698429931
0.11999988555908203,0.0,0.0,0.12168517297679046,0.9925687475825584
0.12000012397766113,0.0,0.0,0.1217223944041352,0.9925641836680005
0.11999988555908203,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12200021743774414,0.0,0.0,0.12153993459299871,0.9925865424733148
0.11799979209899902,0.0,0.0,0.12189609164126662,0.9925428670050397
0.12000012397766113,0.0,0.0,0.12178580907865713,0.9925564047987685
0.11999988555908203,0.0,0.0,0.12179683674525109,0.9925550516514692
0.12000012397766113,0.0,0.0,0.12159832330030751,0.9925793911675549
0.12199997901916504,0.0,0.0,0.1216975806312672,0.9925672263723482
0.11800003051757812,0.0,0.0,0.1216041615910761,0.992578675916288
0.11999988555908203,0.0,0.0,0.12199534531832124,0.9925306724331816
0.12000012397766113,0.0,0.0,0.12139980499143099,0.9926036909804651
0.11999988555908203,0.0,0.0,0.12179683674525109,0.9925550516514692
0.12199997901916504,0.0,0.0,0.1216975806312672,0.9925672263723482
0.11700010299682617,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12100005149841309,0.0,0.0,0.12149906475336457,0.9925915460369676
0.11899995803833008,0.0,0.0,0.1216975806312672,0.9925672263723482
0.11999988555908203,0.0,0.0,0.12167772926240165,0.9925696601254471
0.127000093460083,0.0,0.0,0.12163802543206363,0.9925745265565648
0.11299991607666016,0.0,0.0,0.12189609164126662,0.9925428670050397
0.12000012397766113,0.0,0.0,0.12151229982240085,0.9925899258968283
0.125,0.0,0.0,0.1220887585287046,0.9925191862331527
0.11999988555908203,0.0,0.0,0.12159832330030751,0.9925793911675549
0.12000012397766113,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11999988555908203,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12000012397766113,0.0,0.0,0.1216975806312672,0.9925672263723482
0.11999988555908203,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12000012397766113,0.0,0.0,0.12159832330030751,0.9925793911675549
0.12199997901916504,0.0,0.0,0.12184195197582953,0.992549514502284
0.11800003051757812,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11999988555908203,0.0,0.0,0.1218464584297905,0.9925489612951682
0.11899995803833008,0.0,0.0,0.12171176063359894,0.9925654876749793
0.12100005149841309,0.0,0.0,0.12189609164126662,0.9925428670050397
0.12199997901916504,0.0,0.0,0.12159832330030751,0.9925793911675549
0.11800003051757812,0.0,0.0,0.12189609164126662,0.9925428670050397
0.12000012397766113,0.0,0.0,0.12159832330030751,0.9925793911675549
0.11999988555908203,0.0,0.0,0.12209459777542239,0.9925184679360167
0.11999988555908203,0.0,0.0,0.12135893305372648,0.9926086889444707
0.12200021743774414,0.0,0.0,0.12214753086834543,0.9925119549419879
0.11699986457824707,0.0,0.0,0.12139980499143099,0.9926036909804651
0.12000012397766113,0.0,0.0,0.1221062750279953,0.9925170313897831
0.12099981307983398,0.0,0.0,0.1212012818265623,0.9926279510892277
0.11900019645690918,0.0,0.0,0.12229309902579427,0.9924940291662552
0.12299990653991699,0.0,0.0,0.12133599546929714,0.9926114930845172
0.11700010299682617,0.0,0.0,0.12201519590736941,0.9925282323277692
0.11999988555908203,0.0,0.0,0.12159832330030751,0.9925793911675549
0.11999988555908203,0.0,0.0,0.12189609164126662,0.9925428670050397
0.125,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11800003051757812,0.0,0.0,0.12149906475336457,0.9925915460369676
0.12199997901916504,0.0,0.0,0.12175051948039656,0.9925607341650452
0.12000012397766113,0.0,0.0,0.12180303974975179,0.9925542904585726
0.11999988555908203,0.0,0.0,0.12165787784486479,0.9925720934815183
0.12000012397766113,0.0,0.0,0.12187623886640195,0.9925453049608264
0.12199997901916504,0.0,0.0,0.12163335576591189,0.992575098803674
0.11800003051757812,0.0,0.0,0.1219829381207659,0.9925321973656197
0.11999988555908203,0.0,0.0,0.12160999987763729,0.9925779606306807
0.12000012397766113,0.0,0.0,0.12190932469392932,0.9925412417389365
0.11999988555908203,0.0,0.0,0.12166449446357169,0.9925712824714019
0.12199997901916504,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11800003051757812,0.0,0.0,0.12171081537601075,0.9925656035852273
0.12000012397766113,0.0,0.0,0.12159832330030751,0.9925793911675549
0.11999988555908203,0.0,0.0,0.12179683674525109,0.9925550516514692
0.12000012397766113,0.0,0.0,0.12159832330030751,0.9925793911675549
0.12199997901916504,0.0,0.0,0.12154577431789922,0.992585827395023
0.11800003051757812,0.0,0.0,0.12177202430994684,0.9925580960807573
0.11999988555908203,0.0,0.0,0.12160541266704003,0.9925785226419515
0.12000012397766113,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11999988555908203,0.0,0.0,0.12167772894686933,0.9925696601641278
0.12199997901916504,0.0,0.0,0.12173728322295348,0.9925623576750704
0.11700010299682617,0.0,0.0,0.12161693423495691,0.9925771110131898
0.11999988555908203,0.0,0.0,0.12167772926240165,0.9925696601254471
0.12000012397766113,0.0,0.0,0.1216975806312672,0.9925672263723482
0.11999988555908203,0.0,0.0,0.12190270964273245,0.9925420542132004
0.1230001449584961,0.0,0.0,0.12130054401549938,0.9926158259979255
0.11699986457824707,0.0,0.0,0.12204497243891499,0.9925245713343245
0.12000012397766113,0.0,0.0,0.12152553371287662,0.992588305721864
0.11999988555908203,0.0,0.0,0.12179683674525109,0.9925550516514692
0.125,0.0,0.0,0.12144943502420968,0.9925976197494634
0.11800003051757812,0.0,0.0,0.12186300713998899,0.9925469296163275
0.12199997901916504,0.0,0.0,0.1217658197101827,0.992558857272609
0.12000012397766113,0.0,0.0,0.12188988870815537,0.9925436287794676
0.11999988555908203,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11899995803833008,0.0,0.0,0.1216975806312672,0.9925672263723482
0.11899995803833008,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12199997901916504,0.0,0.0,0.12179683674525109,0.9925550516514692
0.12000012397766113,0.0,0.0,0.12159832330030751,0.9925793911675549
0.11999988555908203,0.0,0.0,0.1216975806312672,0.9925672263723482
0.11900019645690918,0.0,0.0,0.1216665636779873,0.9925710288351107
0.12299990653991699,0.0,0.0,0.1216975806312672,0.9925672263723482
0.11800003051757812,0.0,0.0,0.12181668782192334,0.9925526155162234
0.12599992752075195,0.0,0.0,0.12178516043740688,0.9925564843862716
0.11400008201599121,0.0,0.0,0.12179683674525109,0.9925550516514692
0.11999988555908203,0.0,0.0,0.12189609164126662,0.9925428670050397
0.12199997901916504,0.0,0.0,0.1214593609943344,0.9925964052054833
0.11700010299682617,0.0,0.0,0.12199534531832124,0.9925306724331816
0.11999988555908203,0.0,0.0,0.12149906475336457,0.9925915460369676
0.12000012397766113,0.0,0.0,0.12188947363438146,0.9925436797527519
0.11999988555908203,0.0,0.0,0.1216975806312672,0.9925672263723482
0.1230001449584961,0.0,0.0,0.1217703690931106,0.9925582991496911
0.11699986457824707,0.0,0.0,0.12186300733719413,0.992546929592115
0.12000012397766113,0.0,0.0,0.12176375098333093,0.9925591110591194
0.125,0.0,0.0,0.12159832330030751,0.9925793911675549
0.11500000953674316,0.0,0.0,0.1216975806312672,0.9925672263723482
0.12299990653991699,0.0,0.0,0.12176764315998159,0.9925586335724773
