x,y,theta
0.9804587284911445,-4.9925390786188695,1.44869633
0.98041,-4.9925063,1.44879633
0.9804271,-4.9924890600000005,1.44859633
0.9803581293970801,-4.992501841183401,1.4490375063880903
0.98044594,-4.9924931,1.44879633
0.9804000799895096,-4.992473240040054,1.4487763290463247
0.9804323500000001,-4.99253455,1.44859633
0.9803826399974568,-4.992428679893187,1.44889633
0.9804337999369901,-4.992527700008514,1.4486463291485159
0.9803716125094994,-4.992506062487893,1.44889633
0.9804107923504383,-4.992519815348641,1.44859633
0.9803942,-4.992461,1.44889633
0.9804109000317894,-4.992537446657342,1.4485896637571924
0.98038576,-4.99246186,1.44893633
0.9804504562860421,-4.992552412446915,1.4484525802793962
0.9803477143000682,-4.992429442861035,1.4491391876294277
0.9804189706183472,-4.992510688229107,1.4482904480595487
0.9803754285984333,-4.992486028726158,1.44899633
0.9804365428746594,-4.992527814444823,1.44839633
0.9803513294681925,-4.992414629367216,1.4491375072130595
0.9804408749319505,-4.992552274991556,1.44849633
0.980331646720178,-4.992412579939601,1.4490829961368512
0.9804484494933842,-4.9925588999403985,1.44849633
0.9803637000476834,-4.992458266664547,1.4491296638631486
0.9804152176261869,-4.992476558512265,1.44839633
0.98034196,-4.9924193,1.4491563299999999
0.980420939933878,-4.99243173992752,1.44839633
0.9804194249057504,-4.992474799968708,1.4487213296274717
0.9804210733270814,-4.992498206677369,1.4484229965607018
0.98036938,-4.99246434,1.44919633
0.980398623521822,-4.9924160058832605,1.4489139769763266
0.980413,-4.9924506,1.44889633
0.9803615588887018,-4.9924558000140244,1.4487198602367328
0.9803409200464126,-4.99247276004069,1.4488163303178943
0.980408233251212,-4.992406900007947,1.44879633
0.9804185175995399,-4.992446405827245,1.44899633
0.9803904,-4.9924808,1.44859633
0.9804100235305667,-4.992473647047109,1.44849633
0.980383873308432,-4.992479053295716,1.4488829961368512
0.9804075266713291,-4.99245740003179,1.44879633
0.9804143294125072,-4.992495635350546,1.4485669174928124
0.9804094584252251,-4.992498816707397,1.44869633
0.9804105941110471,-4.992502323471664,1.44869633
0.9804198333020743,-4.992464000042915,1.44889633
0.9804039200305178,-4.992454580079156,1.4486363290463171
0.9803785357135559,-4.992443971324931,1.44859633
0.9803747249653548,-4.992432012460326,1.44879633
0.98040025,-4.9924695,1.4486463299999999
0.9804112529669159,-4.992475476461019,1.448661035552361
0.980387479939601,-4.992445139945959,1.4484229977262975
0.9803965199580382,-4.992376079977589,1.4487563304768376
0.9803965749988824,-4.992371781258848,1.44849633
0.9804012428542235,-4.992405828610354,1.4486391876294278
0.9803902882220945,-4.9924540058552935,1.44839633
0.9803678429427792,-4.992393585732289,1.44839633
0.9803691,-4.992344433333334,1.44859633
0.9803742295289118,-4.992387411777905,1.4486845661190975
0.9803398996066277,-4.99235219967815,1.448646324039814
0.980339411737234,-4.992415847091988,1.4483198591642708
0.9803559715395096,-4.9923517499438015,1.44869633
0.9803969856831457,-4.992357900003406,1.44869633
0.9803500823387515,-4.992371876452604,1.4486786827761804
0.9803893,-4.9923907,1.44829633
0.9803097533363003,-4.992307466636997,1.44879633
0.9803998647972063,-4.99239995298721,1.4488551527869404
0.9803885199494548,-4.99238525998188,1.44879633
0.9803733199747277,-4.99244313999237,1.44849633
0.9803951988675647,-4.992411100727143,1.44849633
0.98036696,-4.99235644,1.44887633
0.9803916766166921,-4.9924094412100475,1.44869633
0.9803864600000001,-4.99251078,1.44829633
0.9803426866547986,-4.992387213313411,1.44849633
0.9803998,-4.9923722,1.44859633
0.9803870066662428,-4.992403320003497,1.44869633
0.9803839117751006,-4.992452635266399,1.44849633
0.9803878778404725,-4.992452338912289,1.44849633
0.9803808199907811,-4.992329833323267,1.4485229965607018
0.9803765175644783,-4.992382170542614,1.44879633
0.9803881000111263,-4.992422980012398,1.4485163303178943
0.9803696412338893,-4.992431294091412,1.4484433883285415
0.9803836398893728,-4.99237735998188,1.4485363290463171
0.98039018,-4.99238178,1.4487163299999999
0.9803722470274743,-4.992374994132084,1.44859633
0.9803594800429151,-4.992461326683621,1.4484096638631487
0.980362733415456,-4.9923981332867085,1.44839633
0.9804085529556961,-4.99243597058609,1.44869633
0.980386799955722,-4.992382249998298,1.4487749011852862
0.9803946,-4.9924426,1.44839633
0.9803591667011047,-4.992413219903043,1.44889633
0.9804297066710113,-4.992477913343612,1.44829633
0.9803315998457288,-4.992410752924842,1.44919633
0.9803935467392514,-4.9924297466359375,1.4482696638631487
0.9804000356737794,-4.992474856952368,1.4487034739519082
0.9803929,-4.9924102,1.44859633
0.9803933199634427,-4.992415473337042,1.44889633
0.9803859499813736,-4.99246034993965,1.44859633
0.9803785072818924,-4.99247355002299,1.44869633
0.9804080059170021,-4.9924887705720655,1.44869633
0.9803712764683609,-4.992361088240491,1.4489139769763266
0.98038556,-4.99241472,1.44879633
0.9804102882613634,-4.992455200016829,1.44859633
0.9804206998867497,-4.992533337569291,1.44869633
0.9803828499105972,-4.992425350578138,1.449046324039814
0.9803748940661683,-4.992400229454581,1.44879633
0.9803802000206632,-4.9924514000508635,1.44879633
0.9804263856882547,-4.992466257163536,1.44879633
0.9804200117779056,-4.992462805897368,1.44869633
0.9803799,-4.992416,1.44899633
0.9803984749988824,-4.992435837488265,1.44869633
0.9803595999427794,-4.992390539653816,1.44919633
0.9804410866452619,-4.992448113345201,1.44859633
0.9803910352860329,-4.992421976459616,1.44899633
0.9804102,-4.992433049207295,1.44869633
0.9803781000357628,-4.992422025090525,1.449171328882415
0.9804151000461935,-4.992390075080839,1.44869633
0.9803626602034491,-4.992426953538902,1.4491496622737026
0.9804000529325143,-4.992454658814372,1.4483786830236733
0.9803558,-4.9924409,1.44899633
0.9803897249981374,-4.992380424992177,1.448715080093132
0.9804024882220944,-4.992479699998597,1.4488551536119096
0.9803929732893587,-4.992437439950727,1.4487496638631487
0.9803968750391154,-4.992454099937415,1.4487275806519244
0.9804153059843204,-4.992424888334291,1.44869633
0.9803876952179836,-4.992457495183924,1.4490915684196184
0.9804190647420165,-4.992482317683688,1.4486433883285414
0.9803807937072524,-4.992451006172049,1.448952580279396
0.98041344,-4.9924285600000005,1.44849633
0.9803936627263109,-4.992504750145286,1.44899633
0.9803919,-4.9924094,1.44869633
0.9803847352743185,-4.992433341279591,1.448872799763267
0.9804147401850144,-4.992437600095369,1.44869633
0.980407100103314,-4.992531480060399,1.4489429961368512
0.9803990750078231,-4.992435362514715,1.448658829813736
0.9804213,-4.9925468,1.44889633
0.9803637764497988,-4.992367382366801,1.44889633
0.9804351,-4.99247104,1.44873633
0.9803657200225705,-4.992455260032743,1.4488563293642114
0.9804010401653025,-4.992501606604148,1.44859633
0.980403760066122,-4.992498066726006,1.44879633
0.9803909000619884,-4.992465000069936,1.44899633
0.9804151352930451,-4.992500294108242,1.44859633
0.9803780928594541,-4.992484978581768,1.44899633
0.9804260293297618,-4.992477870503345,1.44859633
0.9803811067471987,-4.992483726877533,1.4492896622737026
0.9804587999761584,-4.992548653356115,1.4485229961368513
0.9803509125273808,-4.992460812527381,1.44899633
0.9804509857186648,-4.992530771393051,1.44859633
0.9803958467265358,-4.9924883266963365,1.44909633
0.9804883,-4.9925712,1.44849633
0.9803588250357625,-4.992516750135103,1.44869633
0.9803984249590225,-4.992496974924751,1.44859633
0.9803745000270211,-4.992451466662428,1.44879633
0.9804258399618533,-4.992527426699515,1.4485829961368513
0.980373750542377,-4.992452249743712,1.44879633
0.9804106427410978,-4.99252611425725,1.4486891860480917
0.9804125999836087,-4.992450350042468,1.448933830186264
0.9804211666534213,-4.992484893268696,1.44859633
0.9803682266681502,-4.992469320005086,1.4489696634392981
0.9804363133481682,-4.992516699968212,1.44869633
0.9803623,-4.9924019,1.44909633
0.9804733598950965,-4.992550379844234,1.44849633
0.9803901062540047,-4.992434487494971,1.4490775799068678
0.980430939933878,-4.992473466586134,1.44859633
0.9804274199968211,-4.992516606551697,1.44899633
0.9804170333057824,-4.9924334001096735,1.4486296628035096
0.980385613383136,-4.992470113406977,1.4489429961368512
0.9804380999705482,-4.992471447016254,1.44849633
0.9803948,-4.9925373,1.44894633
0.9803914,-4.992498324992177,1.4488088305587923
0.9804003249728054,-4.992526300016391,1.4487713303725283
0.9803759466636996,-4.992427619976476,1.44879633
0.9803810763740656,-4.992462399911645,1.4489551550143753
0.9804194,-4.9925029,1.44859633
0.9803927333642396,-4.992506155677709,1.4487074403752467
0.98042482,-4.99256134,1.44869633
0.9803271000613079,-4.992383449984673,1.44889633
0.9803823799036788,-4.992463640023365,1.44879633
0.9803505470485112,-4.992435705902977,1.4488904480595486
0.9804285,-4.9925377,1.44849633
0.980380300021037,-4.9925085764582136,1.44909633
0.9804173332790272,-4.992483400023842,1.44869633
0.9803940533267635,-4.992452073369997,1.44879633
0.9803882647532361,-4.992453658865686,1.44879633
0.9803585928099455,-4.992495300020436,1.44899633
0.9803690823415565,-4.992554841197425,1.44879633
0.9803565799999999,-4.99244104,1.4488163299999999
0.9803796999809263,-4.992462539846457,1.4488563309536828
0.9803826,-4.9925145,1.44859633
0.980357,-4.992471946585074,1.4489829961368512
0.9804003766058005,-4.992507835176147,1.4484022132604062
0.9803024799949137,-4.992448619973297,1.44889633
0.9803288666407057,-4.992414799949138,1.44869633
0.9803731624953433,-4.9924728187188006,1.44879633
0.980419,-4.9925247,1.44879633
0.9803945284502725,-4.9924610714117845,1.44879633
0.9803973500439583,-4.992469499809266,1.44889633
0.980384918124282,-4.992432836439301,1.448650876242712
0.9804219,-4.9924773,1.44869633
0.980416749743712,-4.992472598664918,1.448646335960186
0.9803944142521415,-4.992480157144803,1.4487820437991519
0.9804362438614791,-4.992493225077114,1.44859633
0.9803810857118529,-4.992484528508175,1.44889633
0.9803915066153797,-4.992498073284166,1.44859633
0.980329,-4.9924317,1.44889633
0.9804466356692779,-4.992523064007153,1.44839633
0.9803693529276468,-4.992419235293045,1.4491375063880902
0.9804755934943972,-4.992593326705872,1.4483429977262974
0.9803356532790793,-4.992473020119529,1.44909633
0.9804147353351191,-4.992495605975906,1.4483845647166318
0.9803636512933603,-4.992482601692693,1.44929633
0.980456576483458,-4.992541429669159,1.44819633
0.9803630714305177,-4.992530993004087,1.4491606147411444
0.98040142,-4.9924247,1.44847633
0.9803827999936422,-4.992492279880472,1.44889633
0.9804095,-4.9925231,1.44859633
0.9804052199796548,-4.992457826804845,1.44869633
0.9804221823247269,-4.992544788111299,1.44899633
0.9803755401366924,-4.992383146775809,1.4487429945474053
0.9804489561862045,-4.992628149959022,1.4486900804656604
0.98036744,-4.992421800000001,1.44883633
0.980442399885558,-4.992586859967575,1.4486163319073655
0.9803940411890103,-4.992435858844649,1.448861035552361
0.9804453625072643,-4.992559612505029,1.4485088305587923
0.9803728468451537,-4.992459923513738,1.4488845661190974
0.9804304265505293,-4.992543359888101,1.4485829975143847
0.9803816999682111,-4.99249636657077,1.4488296638631486
0.9804201529669159,-4.992565917651431,1.44869633
0.9804097532718747,-4.992472080011126,1.4487829961368512
0.9804207,-4.9925122,1.44889633
0.9804413998887388,-4.992531513351347,1.44869633
0.9804078933036636,-4.992540093367241,1.44889633
0.9803769647420165,-4.992432664649454,1.4489492716714585
0.9804855501221911,-4.992593512570781,1.4487213285098646
0.9804221856880109,-4.992497885701635,1.4488891876294276
0.980429411679733,-4.992593799943902,1.44869633
0.9803662799678926,-4.992453179940871,1.4488163303178943
0.9804312399999999,-4.99254858,1.44875633
0.980403550012666,-4.992490206268905,1.4488775799068678
0.98044116,-4.99264666,1.4488163299999999
0.9803324,-4.9924714,1.44879633
0.9804635266073274,-4.992611046467457,1.4485896622737027
0.9803787000794724,-4.992425859925296,1.44919633
0.9804759999836088,-4.992621524993667,1.4484463292549434
0.9803734199876022,-4.992552093336936,1.4489696634392981
0.9803847400127156,-4.992505086596201,1.44869633
0.98040795,-4.99251195,1.4490463299999998
0.9804551500342727,-4.992542266666004,1.4486296630021955
0.9804088124903141,-4.992549875013411,1.4487275796274661
0.980451424953434,-4.992580400074505,1.4486025795343396
0.9804257705720657,-4.992550958813794,1.44869633
0.9804171470555236,-4.992539264711162,1.44879633
0.9804124181802418,-4.9924952545472285,1.44879633
0.9803890286035422,-4.992461100003406,1.44869633
0.9804245882333141,-4.992540052815449,1.44889633
0.9804406,-4.9925461,1.44879633
0.9803648998524788,-4.992500381229045,1.4488275791618113
0.9804104200813809,-4.992588839956131,1.44879633
0.98040516,-4.99256042,1.44867633
0.9804290059310267,-4.992585411819979,1.4487080938809025
0.9804141,-4.9925268,1.44869633
0.9804106293241518,-4.99257484697418,1.44859633
0.98038292,-4.99255548,1.44903633
0.9804594866740841,-4.992622786753556,1.44849633
0.9804304647293943,-4.992624270600115,1.44899633
0.980449466677263,-4.992526613414925,1.4486029977262973
0.9804082352916427,-4.9925691823415566,1.44879633
0.9804295400031788,-4.992537686702694,1.4487229961368513
0.980447800027021,-4.992589499995232,1.4486296628035096
0.9803978000206628,-4.992525366566001,1.4487296638631486
0.980375888857983,-4.992538377755702,1.44889633
0.9803881,-4.9926148,1.44879633
0.9804169881744107,-4.99253154113712,1.4487257425071876
0.98043934,-4.99255052,1.44879633
0.9803916874994412,-4.99245877496759,1.44869633
0.98045941997139,-4.992550633322737,1.44859633
0.9804110467154097,-4.992565713305253,1.4489229961368513
0.9804395293830555,-4.992571546999424,1.44859633
0.980394206691568,-4.992514713462608,1.4489496638631487
0.9804057142506812,-4.992531271422003,1.44859633
0.9803949,-4.9926012,1.44879633
0.9804390999745685,-4.992534219979655,1.4488163303178943
0.98042684120023,-4.992492123558616,1.44879633
0.9804293799656677,-4.9925430800896455,1.4487763290463247
0.9804044539082273,-4.992567246128452,1.44879633
0.9804285005721778,-4.992575149493384,1.44879633
0.9804057733322737,-4.992517840081061,1.44879633
0.9803960706201615,-4.992511088253114,1.44869633
0.9804232000190737,-4.992538586661157,1.448742996878596
0.9804589857512644,-4.992610328497471,1.4487677575983038
0.9803859932511046,-4.992485513332485,1.4488829975143847
0.9804299,-4.9925158,1.44859633
0.9804068692752081,-4.99248961538532,1.4488809446792354
0.9804535940745831,-4.9925523647504315,1.4488433883285414
0.980408580012398,-4.992499640070572,1.4489563309536828
0.98041382,-4.99257544,1.4488163299999999
0.9800655967814995,-4.992367797043747,1.450296341920372
0.9797005001771087,-4.9921721001089905,1.4510820437991518
0.9802194645195221,-4.9924929645069005,1.4493375072130594
0.9800557001462314,-4.992454280114123,1.4499763296821058
0.9800358997297942,-4.992772540073115,1.45059633
0.9801947465405706,-4.993051559837877,1.4499696638631487
0.9799017532663635,-4.9934392799726615,1.44719633
0.979614705874928,-4.992349182392045,1.4488492716714585
0.98010288,-4.99284792,1.44703633
0.9803675,-4.9932848,1.44609633
0.9802116,-4.99229005,1.44909633
0.980489661405568,-4.992671161378058,1.44769633
0.9805067401891441,-4.992643313518239,1.4484896622737027
0.9802945222866831,-4.99238623337042,1.44949633
0.9804209,-4.9925811,1.44879633
0.9804138999508263,-4.992585724971315,1.4483900789755473
0.9803865000699357,-4.992522866705873,1.44859633
0.9804685333375719,-4.992583960008901,1.4489496631214038
0.9804220055406175,-4.992462488807503,1.44909633
0.980363,-4.9924505,1.44859633
0.980430523522152,-4.992540294136291,1.4482139772238196
0.9803585800028611,-4.992572433340751,1.44889633
0.9804044401144402,-4.992501273500755,1.4489496622737026
0.9804556059014923,-4.992535305893078,1.4486669179053069
0.980393999949932,-4.992507400014305,1.44869633
0.9804035469580948,-4.992575282165096,1.4485022132604062
0.9803883933782624,-4.992555433261278,1.44899633
0.9804261333354526,-4.99255986665819,1.4487629961368513
0.9804028999614859,-4.992551376866787,1.44869633
0.9803974124975786,-4.992540268759779,1.44839633
0.9804025199876021,-4.992571140051499,1.4489763296821057
0.9804533646915278,-4.992514458808184,1.4486139772238196
0.9804138999618527,-4.992563020092507,1.44859633
0.9803959,-4.99247384,1.44847633
0.9804214494337824,-4.9925905505781385,1.448546324039814
0.9804449600301994,-4.9925655466327585,1.4490096638631487
0.9804655118731067,-4.9926941529114774,1.44859633
0.9804090714918257,-4.992503700071526,1.44869633
0.9804510882333142,-4.992667353056674,1.4485551522094442
0.9803728,-4.9925281,1.44869633
0.9804256852997275,-4.992641828807902,1.4487534757765668
0.9804173124692664,-4.992500637476344,1.448733830186264
0.98045393997139,-4.992508953570691,1.4485429977262974
0.9803778333391614,-4.992503546678005,1.449069663439298
0.9804684411160821,-4.992609482400461,1.44859633
0.980415,-4.9925357,1.44889633
0.9804394500067055,-4.99250332502347,1.4488650808381887
0.9804308499649823,-4.992480600011921,1.44869633
0.98098382,-4.9894962199999995,1.44899633
0.9817978744158693,-4.971623385252885,1.4411096624856152
0.9849385,-4.9585422,1.44549633
0.9868044777009537,-4.936054766008175,1.4456534757765669
0.9883636468633858,-4.920144959979243,1.4501727994332636
0.9914227470036273,-4.902190861938659,1.4477963282970319
0.9950248345904099,-4.883991693369143,1.4425669202977434
0.9959497689119825,-4.873462313638786,1.4374081119477167
0.9949842696594006,-4.875186463538829,1.4514534757765667
0.9947227702092449,-4.872562870251318,1.4449904481420397
0.9958453798629876,-4.877039159983469,1.44339633
0.9964344,-4.8764251,1.44009633
0.995651806596306,-4.874611848132371,1.44359633
0.9952704858821526,-4.873930530151567,1.4475534740735696
0.9955799411988275,-4.874499294249891,1.4452551536119096
0.9961067067353112,-4.875818357425979,1.4419213266472455
0.9960530869824366,-4.875852834451243,1.4427029977262973
0.9956555661050625,-4.8747368785822145,1.445709665452595
0.99550028,-4.87426342,1.44593633
0.9958348267221921,-4.875168166897669,1.4435029962428076
0.9959886528834287,-4.875744017620329,1.442925742094693
0.9958736064055694,-4.875277919089551,1.4441696650287694
0.995591035260294,-4.874500805914114,1.4455080951183665
0.9957505665718281,-4.874839699636011,1.4443629971964904
0.99588564,-4.87541968,1.44345633
0.9959455999368891,-4.8754828704696855,1.4435728008357294
0.9956940466883891,-4.874842533553207,1.4449696622737025
0.9956946,-4.8747689,1.44479633
0.9957829667726298,-4.875146980473654,1.4441896622737027
0.9959443400022253,-4.87541408667864,1.44359633
0.9958047998841962,-4.875089942615804,1.44439633
0.9957276769687856,-4.874901323108242,1.4448655611924586
0.9957399570980926,-4.87501327875,1.44429633
0.9958818,-4.875301,1.44379633
0.9958110999316527,-4.875183799920527,1.44429633
0.9957792000000001,-4.8750093,1.44449633
0.9957136,-4.8749535,1.44469633
0.9958355933529365,-4.875219373228959,1.4441096638631488
0.9958025058188295,-4.875161529340981,1.4442433897310072
0.995821150130277,-4.875114050108139,1.44429633
0.9957386125050292,-4.875016424993667,1.44469633
0.9958390410655933,-4.875186529298907,1.44429633
0.9958034,-4.8751851,1.44439633
0.995821470581883,-4.875178423536177,1.44419633
0.9957921857901907,-4.875083728593324,1.44439633
0.995801433397441,-4.875100133283001,1.4444296638631486
0.9958346293746406,-4.875155482234969,1.44429633
0.9958458492311361,-4.8752072001192035,1.44419633
0.9957872875678012,-4.87511368756184,1.4446338292549323
0.995819185647139,-4.875163171324932,1.4442606164441416
0.9957953428500878,-4.875103471408866,1.44449633
0.9958376941755607,-4.875189988245936,1.4443198591642707
0.9957888,-4.8751273,1.44449633
0.9958333374033289,-4.875139687588848,1.4442838294412077
0.9957601764694333,-4.875037347051316,1.44459633
0.9958458637037518,-4.875146454515899,1.444269056878644
0.9957730332226019,-4.875131566764683,1.4445629961368514
0.9958101823752157,-4.875190652951489,1.4441904480595487
0.9957691,-4.8750889,1.44449633
0.9958452116741231,-4.875137758711415,1.44429633
0.9957779,-4.87511088,1.44479633
0.995832,-4.87522954,1.44425633
0.995755194122267,-4.875040405880538,1.4445786827761804
0.9958915496364286,-4.875156649576827,1.444146324039814
0.9957569470919877,-4.87507879401568,1.4446492716714585
0.9958254076917434,-4.875220276926603,1.444119407064153
0.9957097998601265,-4.875061880071208,1.4444829975143847
0.9958798,-4.8751973500000005,1.4439463300000002
0.9957778,-4.8751121,1.44449633
0.9957791057991949,-4.875150135342132,1.44439633
0.995777399885558,-4.875111800023842,1.4443563309536829
0.9958100363786115,-4.875153363569369,1.444323603121356
0.9963662125163905,-4.872808888842532,1.4485464313231613
0.9969211997138998,-4.856464557119923,1.4507096400214574
1.0013652644043551,-4.838734315986649,1.4453630009051897
1.0030513647840904,-4.819472168422086,1.445972805043126
1.0026234072530653,-4.799501845463215,1.4067820691008175
1.0057829064176824,-4.786116090055117,1.331961014515378
1.00857296,-4.7726560000000005,1.27255633
1.0137790219013256,-4.758741595938901,1.2031963061579298
1.0230068,-4.74375895,1.1230463300000002
1.029002367678614,-4.73035509345943,1.057656310926647
1.0361607960740682,-4.710973538695065,0.9922965525224509
1.0455809,-4.7003098,0.91239633
1.0577855480049727,-4.686281368420157,0.8188677303508114
1.0676530354006168,-4.677725502422924,0.768790090896452
1.07914426,-4.66614366,0.69819633
1.092524791922751,-4.655846106342058,0.6272963803337924
1.1082121137169196,-4.646262524008583,0.5951630390518954
1.12178044,-4.63479392,0.5998763300000001
1.1366303876658983,-4.624660596858195,0.5942074428771623
1.1512523361633644,-4.614417528152493,0.5895363342915385
1.1668968848730479,-4.6037129453450945,0.591346324039814
1.1817550246609538,-4.594094666238448,0.5918080938809026
1.197171247418256,-4.583840662346731,0.5918177520027248
1.2126538,-4.57349122,0.5957563300000001
1.2271387979804498,-4.5638362424231795,0.5961492688665274
1.2419477,-4.5537697,0.59529633
1.2572232834747488,-4.543115679885839,0.5949786799712494
1.2730866991093477,-4.532582492030109,0.5911820472050885
1.2885842573195154,-4.522054968595225,0.5948896637571923
1.302371879208452,-4.512946997049577,0.5926963270197738
